issuer_cik,ticker,accession,filing_date,trans_date,owner_cik,role,shares,price,value
1567892,MNK,0001445064-15-000132,2015-11-10,2015-11-10,0001400564,officer,300.0,57.53,17259.0
912750,NFX,0001246360-15-003529,2015-11-10,2015-11-06,0001250242,director,500.0,39.18,19590.0
912750,NFX,0001246360-15-003529,2015-11-10,2015-11-10,0001250242,director,1000.0,39.92,39920.0
912750,NFX,0001246360-15-003529,2015-11-10,2015-11-06,0001250242,director,100.0,39.18,3918.0
1013871,NRG,0001179110-15-014668,2015-11-10,2015-11-06,0001272409,officer,2800.0,13.06,36568.0
1013871,NRG,0001179110-15-014668,2015-11-10,2015-11-06,0001272409,officer,4700.0,13.07,61429.0
106640,WHR,0001184649-15-000004,2015-11-10,2015-11-06,0001184649,director,1000.0,154.17,154170.0
874761,AES,0001127602-15-031207,2015-11-12,2015-11-12,0001286143,officer,5000.0,9.81,49050.0
1390777,BNY,0001209191-15-079841,2015-11-12,2015-11-11,0001345471,director,421800.0,43.94,18533892.0
1324404,CF,0001104659-15-077885,2015-11-12,2015-11-11,0001329559,officer,10000.0,46.98,469800.0
1324404,CF,0001104659-15-077877,2015-11-12,2015-11-11,0001329557,officer,10000.0,47.0,470000.0
1324404,CF,0001104659-15-077875,2015-11-12,2015-11-11,0001396130,officer,15236.0,47.17,718682.12
765880,DOC,0001179110-15-014802,2015-11-12,2015-11-11,0001348618,director,10000.0,33.0,330000.0
765880,DOC,0001179110-15-014801,2015-11-12,2015-11-11,0001410715,officer,3000.0,33.09,99270.0
1593034,ENDP,0001209191-15-079792,2015-11-12,2015-11-12,0001524823,director,4000.0,57.13,228520.0
1593034,ENDP,0001209191-15-079486,2015-11-12,2015-11-11,0001639765,officer,500.0,56.19,28095.0
1593034,ENDP,0001209191-15-079485,2015-11-12,2015-11-11,0001634963,officer,700.0,56.47,39529.0
1593034,ENDP,0001209191-15-079483,2015-11-12,2015-11-11,0001542052,officer,1000.0,55.35,55350.0
1593034,ENDP,0001209191-15-079482,2015-11-12,2015-11-11,0001533149,officer,3450.0,56.68,195546.0
1593034,ENDP,0001209191-15-079482,2015-11-12,2015-11-11,0001533149,officer,1000.0,55.31,55310.0
1593034,ENDP,0001209191-15-079481,2015-11-12,2015-11-11,0001392459,officer,200.0,56.38,11276.0
1593034,ENDP,0001209191-15-079481,2015-11-12,2015-11-11,0001392459,officer,1900.0,55.62,105678.0
1593034,ENDP,0001209191-15-079480,2015-11-12,2015-11-11,0001453140,officer,9006.0,55.52,500013.12
20520,FTR,0001127602-15-031174,2015-11-12,2015-11-10,0001648865,officer,2000.0,4.8,9600.0
20520,FTR,0001127602-15-031174,2015-11-12,2015-11-10,0001648865,officer,10370.0,4.83,50087.1
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-10,0001642368,officer,8199.0,4.79,39273.21
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-10,0001642368,officer,799.0,4.79,3827.21
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-10,0001642368,officer,1799.0,4.78,8599.22
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-10,0001642368,officer,1700.0,4.87,8279.0
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-10,0001642368,officer,2999.0,4.84,14515.16
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-12,0001642368,officer,4999.0,4.7,23495.3
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-12,0001642368,officer,4999.0,4.7,23495.3
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-12,0001642368,officer,9999.0,4.74,47395.26
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-11,0001642368,officer,4999.0,4.68,23395.32
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-11,0001642368,officer,3199.0,4.68,14971.32
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-11,0001642368,officer,1100.0,4.67,5137.0
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-11,0001642368,officer,700.0,4.67,3269.0
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-10,0001642368,officer,2500.0,4.79,11975.0
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-10,0001642368,officer,3425.0,4.8,16440.0
20520,FTR,0001127602-15-031122,2015-11-12,2015-11-10,0001642368,officer,2000.0,4.84,9680.0
20520,FTR,0001127602-15-031075,2015-11-12,2015-11-10,0001358901,officer,6300.0,4.85,30555.0
20520,FTR,0001127602-15-031075,2015-11-12,2015-11-10,0001358901,officer,10591.0,4.85,51366.35
20520,FTR,0001127602-15-031075,2015-11-12,2015-11-10,0001358901,officer,29500.0,4.85,143075.0
20520,FTR,0001127602-15-031072,2015-11-12,2015-11-10,0001495424,director,390.0,4.81,1875.9
20520,FTR,0001127602-15-031072,2015-11-12,2015-11-10,0001495424,director,100.0,4.81,481.0
20520,FTR,0001127602-15-031072,2015-11-12,2015-11-10,0001495424,director,4510.0,4.8,21648.0
49826,ITW,0001307581-15-000009,2015-11-12,2015-02-11,0001307581,officer,11.0,96.86,1065.46
1506307,KMI,0001584746-15-000028,2015-11-12,2015-11-11,0001477237,officer,10000.0,24.48,244800.0
1506307,KMI,0001584746-15-000027,2015-11-12,2015-11-11,0001250209,director,100000.0,24.4,2440000.0
1506307,KMI,0001584746-15-000027,2015-11-12,2015-11-09,0001250209,director,20000.0,25.56,511200.0
1506307,KMI,0001584746-15-000027,2015-11-12,2015-11-09,0001250209,director,6300.0,25.56,161028.0
1506307,KMI,0001584746-15-000026,2015-11-12,2015-11-11,0001031190,officer,100000.0,24.69,2469000.0
766704,WELL,0001209191-15-079594,2015-11-12,2015-11-10,0001219700,director,2100.0,59.18,124278.0
865436,WFM,0000865436-15-000175,2015-11-12,2015-11-10,0001199662,director,825.0,30.44,25113.0
865436,WFM,0000865436-15-000175,2015-11-12,2015-11-11,0001199662,director,800.0,29.64,23712.0
865436,WFM,0000865436-15-000175,2015-11-12,2015-11-11,0001199662,director,200.0,29.65,5930.0
874761,AES,0001127602-15-031304,2015-11-13,2015-11-11,0001626763,officer,5000.0,10.13,50650.0
1351051,GEN,0001310088-15-000002,2015-11-13,2015-11-11,0001310088,officer,20000.0,4.34,86800.0
1351051,GEN,0001220410-15-000004,2015-11-13,2015-11-12,0001220410,director,10000.0,4.15,41500.0
40987,GPC,0001209191-15-080054,2015-11-13,2015-11-13,0001216098,officer,3000.0,86.86,260580.0
816761,TDC,0001209191-15-080065,2015-11-13,2015-11-11,0001410633,officer,10.0,27.63,276.3
816761,TDC,0001209191-15-080065,2015-11-13,2015-11-11,0001410633,officer,10.0,27.62,276.2
816761,TDC,0001209191-15-080065,2015-11-13,2015-11-11,0001410633,officer,10.0,27.62,276.2
816761,TDC,0001209191-15-080065,2015-11-13,2015-11-11,0001410633,officer,10.0,27.62,276.2
816761,TDC,0001209191-15-080065,2015-11-13,2015-11-11,0001410633,officer,10.0,27.63,276.3
773910,APC,0001127602-15-031431,2015-11-16,2015-11-13,0001188775,director,50000.0,60.82,3041000.0
26172,CMI,0001225208-15-020903,2015-11-16,2015-11-16,0001538976,director,1500.0,99.52,149280.0
1047862,ED,0001047862-15-000170,2015-11-16,2015-11-16,0001564677,officer,34.0,61.8,2101.2
865436,WFM,0000865436-15-000179,2015-11-16,2015-11-13,0001199662,director,1000.0,29.32,29320.0
1593034,ENDP,0001209191-15-080436,2015-11-17,2015-11-16,0001034272,director,841.0,57.0,47937.0
764180,MO,0001182489-15-000749,2015-11-17,2015-11-13,0001449353,director,4532.0,56.44,255786.08
895126,CHK,0000895126-15-000302,2015-11-18,2015-11-17,0001553194,officer,50000.0,5.88,294000.0
885639,KSS,0000892712-15-001015,2015-11-18,2015-11-17,0001527237,director,2275.0,43.98,100054.5
1492633,NLSN,0001209191-15-080819,2015-11-18,2015-11-16,0001617561,officer,8150.0,46.17,376285.5
1070412,CNX,0001070412-15-000038,2015-11-19,2015-11-17,0001437827,director,30000.0,7.78,233400.0
1637459,KHC,0001637459-15-000052,2015-11-19,2015-11-17,0001179801,director,4280.0,71.62,306533.6
1637459,KHC,0001637459-15-000052,2015-11-19,2015-10-28,0001179801,director,50.0,79.18,3959.0
1601712,SYF,0000899243-15-008536,2015-11-19,2015-11-17,0001614731,director,2107.0,0.0,0.0
1601712,SYF,0000899243-15-008534,2015-11-19,2015-11-17,0001614733,director,1639.0,0.0,0.0
7084,ADM,0001225208-15-021178,2015-11-20,2015-11-20,0001455792,officer,2772.0,36.03,99875.16
895126,CHK,0000895126-15-000306,2015-11-20,2015-11-19,0001243194,director,10000.0,5.47,54700.0
2969,APD,0001225208-15-021241,2015-11-23,2015-11-20,0001334296,officer,20000.0,139.93,2798600.0
1351051,GEN,0001316576-15-000004,2015-11-23,2015-11-19,0001316576,director,43200.0,4.54,196128.0
39911,GPS,0000039911-15-000206,2015-11-23,2015-11-23,0001393499,officer,37150.0,26.99,1002678.5
72333,JWN,0000072333-15-000177,2015-11-23,2015-11-23,0001200747,director,17600.0,56.89,1001264.0
1506307,KMI,0001584746-15-000029,2015-11-23,2015-11-13,0001572540,officer,2500.0,22.82,57050.0
27419,TGT,0001225208-15-021306,2015-11-23,2015-11-20,0001213975,director,10000.0,71.1,711000.0
1158449,AAP,0001158449-15-000198,2015-11-24,2015-11-23,0001242843,director,1230.0,162.8,200244.0
7084,ADM,0001225208-15-021391,2015-11-24,2015-11-23,0001472510,officer,3000.0,36.24,108720.0
72333,JWN,0000072333-15-000178,2015-11-24,2015-10-27,0001645820,director,137.33,65.34,8973.14
72333,JWN,0000072333-15-000178,2015-11-24,2015-09-15,0001645820,director,9.17,74.32,681.51
1567892,MNK,0001445064-15-000134,2015-11-24,2015-11-24,0001400564,officer,300.0,65.04,19512.0
350563,TE,0001404409-15-000070,2015-11-24,2015-11-23,0001272769,director,2100.0,26.27,55167.0
6281,ADI,0001225208-15-021499,2015-11-30,2015-11-25,0001018062,director,10000.0,60.6,606000.0
7084,ADM,0001225208-15-021497,2015-11-30,2015-11-24,0001607163,director,500.0,36.13,18065.0
7084,ADM,0001225208-15-021497,2015-11-30,2015-11-24,0001607163,director,1000.0,36.14,36140.0
1065088,EBAY,0001201054-15-000013,2015-12-01,2015-11-30,0001201054,director,5140.0,29.12,149676.8
1567892,MNK,0001445064-15-000145,2015-12-01,2015-11-27,0001188746,officer,470.0,66.49,31250.3
1567892,MNK,0001445064-15-000144,2015-12-01,2015-11-27,0001587504,officer,750.0,66.78,50085.0
1567892,MNK,0001445064-15-000143,2015-12-01,2015-11-27,0001400564,officer,800.0,66.87,53496.0
1567892,MNK,0001445064-15-000143,2015-12-01,2015-11-27,0001400564,officer,400.0,66.84,26736.0
1567892,MNK,0001445064-15-000142,2015-12-01,2015-11-27,0001578367,officer,2200.0,66.93,147246.0
1567892,MNK,0001445064-15-000141,2015-12-01,2015-11-27,0001224119,officer,1000.0,66.54,66540.0
865436,WFM,0000865436-15-000197,2015-12-01,2015-11-30,0001199662,director,850.0,29.07,24709.5
1140859,COR,0001127602-15-032977,2015-12-02,2015-12-02,0001202358,director,1000.0,99.7,99700.0
1645590,HPE,0001179706-15-000313,2015-12-02,2015-11-30,0001393014,director,34000.0,14.76,501840.0
1567892,MNK,0001445064-15-000147,2015-12-02,2015-11-30,0001540412,officer,1350.0,65.89,88951.5
1567892,MNK,0001445064-15-000158,2015-12-03,2015-12-02,0001137820,director,675.0,73.3,49477.5
1567892,MNK,0001445064-15-000157,2015-12-03,2015-12-02,0001197795,officer,500.0,71.57,35785.0
1567892,MNK,0001445064-15-000157,2015-12-03,2015-12-02,0001197795,officer,500.0,72.76,36380.0
1567892,MNK,0001445064-15-000156,2015-12-03,2015-12-01,0001400564,officer,200.0,68.35,13670.0
1047862,ED,0001047862-15-000191,2015-12-04,2015-11-30,0001358393,officer,34.82,63.81,2221.86
1047862,ED,0001047862-15-000189,2015-12-04,2015-11-30,0001286156,officer,36.27,63.81,2314.39
1047862,ED,0001047862-15-000188,2015-12-04,2015-11-30,0001564677,officer,36.29,63.81,2315.66
1047862,ED,0001047862-15-000187,2015-12-04,2015-11-30,0001592315,officer,36.29,63.81,2315.66
1047862,ED,0001047862-15-000186,2015-12-04,2015-11-30,0001466373,officer,31.34,63.81,1999.81
1047862,ED,0001047862-15-000185,2015-12-04,2015-11-30,0001463822,officer,34.82,63.81,2221.86
1047862,ED,0001047862-15-000184,2015-12-04,2015-11-30,0001423302,officer,32.58,63.81,2078.93
1047862,ED,0001047862-15-000183,2015-12-04,2015-11-30,0001286157,officer,8.71,63.81,555.79
47217,HPQ,0001179706-15-000317,2015-12-04,2015-12-02,0001068731,director,80000.0,12.0,960000.0
60086,L,0001140361-15-043658,2015-12-04,2015-12-02,0001213307,director,3000.0,38.31,114930.0
1567892,MNK,0001445064-15-000160,2015-12-04,2015-12-03,0001639860,officer,700.0,72.6,50820.0
753308,NEE,0000753308-15-000262,2015-12-04,2015-12-03,0001349872,director,1000.0,96.57,96570.0
104169,WMT,0001127602-15-033268,2015-12-04,2015-12-02,0001550322,director,10000.0,58.46,584600.0
1496048,GGP,0001510265-15-000001,2015-12-07,2015-12-03,0001510265,officer,6844.0,25.24,172742.56
1496048,GGP,0001510265-15-000001,2015-12-07,2015-12-03,0001510265,officer,12656.0,25.23,319310.88
1567892,MNK,0001445064-15-000173,2015-12-07,2015-12-03,0001400564,officer,500.0,73.17,36585.0
1567892,MNK,0001445064-15-000172,2015-12-07,2014-12-03,0001578368,officer,260.0,74.05,19253.0
1567892,MNK,0001445064-15-000172,2015-12-07,2015-12-04,0001578368,officer,240.0,73.54,17649.6
72207,NBL,0001127602-15-033376,2015-12-07,2015-12-04,0001571998,director,2456.0,34.07,83675.92
1013871,NRG,0001179110-15-015896,2015-12-07,2015-12-07,0001556467,officer,2505.0,8.87,22219.35
1013871,NRG,0001179110-15-015896,2015-12-07,2015-12-07,0001556467,officer,7495.0,8.88,66555.6
1013871,NRG,0001179110-15-015895,2015-12-07,2015-12-07,0001529284,officer,10000.0,8.94,89400.0
1013871,NRG,0001179110-15-015894,2015-12-07,2015-12-07,0001428578,officer,5000.0,8.83,44150.0
1013871,NRG,0001179110-15-015894,2015-12-07,2015-12-07,0001428578,officer,1800.0,8.86,15948.0
1013871,NRG,0001179110-15-015894,2015-12-07,2015-12-07,0001428578,officer,3200.0,8.87,28384.0
100885,UNP,0000100885-15-000212,2015-12-07,2015-12-04,0001008544,director,50000.0,78.06,3903000.0
20286,CINF,0001127602-15-033478,2015-12-08,2015-12-04,0001289454,director,162.63,61.49,10000.12
1013871,NRG,0001179110-15-015985,2015-12-08,2015-12-08,0000905437,director,3008.0,9.6,28876.8
96021,SYY,0001209191-15-084007,2015-12-08,2015-12-04,0001345471,director,1200.0,40.75,48900.0
96021,SYY,0001209191-15-084003,2015-12-08,2015-12-04,0001345471,director,1200.0,40.75,48900.0
1174922,WYNN,0001174922-15-000111,2015-12-08,2015-12-08,0000904396,officer,168175.0,63.1,10611842.5
1174922,WYNN,0001174922-15-000111,2015-12-08,2015-12-08,0000904396,officer,266614.0,62.41,16639379.74
1174922,WYNN,0001174922-15-000111,2015-12-08,2015-12-07,0000904396,officer,320960.0,64.44,20682662.4
1174922,WYNN,0001174922-15-000111,2015-12-08,2015-12-07,0000904396,officer,85054.0,63.91,5435801.14
1174922,WYNN,0001174922-15-000111,2015-12-08,2015-12-04,0000904396,officer,163174.0,64.29,10490456.46
1053112,CVC,0001209191-15-084481,2015-12-10,2015-12-08,0000935761,officer,253270.0,29.41,7448670.7
1053112,CVC,0001209191-15-084481,2015-12-10,2015-12-09,0000935761,officer,600486.0,29.72,17846443.92
1053112,CVC,0001209191-15-084481,2015-12-10,2015-12-10,0000935761,officer,146244.0,30.01,4388782.44
54480,KSU,0000054480-15-000128,2015-12-10,2015-12-09,0001362958,officer,2500.0,76.22,190550.0
1013871,NRG,0001179110-15-016114,2015-12-10,2015-12-10,0001184731,director,2000.0,10.64,21280.0
96021,SYY,0001209191-15-084544,2015-12-10,2015-12-10,0001345471,director,199000.0,41.11,8180890.0
96021,SYY,0001209191-15-084544,2015-12-10,2015-12-08,0001345471,director,414221.0,40.9,16941638.9
96021,SYY,0001209191-15-084542,2015-12-10,2015-12-08,0001422599,director,414221.0,40.9,16941638.9
96021,SYY,0001209191-15-084542,2015-12-10,2015-12-10,0001422599,director,199000.0,41.11,8180890.0
354950,HD,0001209191-15-084783,2015-12-11,2015-12-09,0001382867,director,380.0,132.13,50209.4
354950,HD,0001209191-15-084778,2015-12-11,2015-12-09,0001196906,director,1000.0,134.13,134130.0
1012100,SEE,0001127602-15-033849,2015-12-11,2015-12-10,0001199081,director,4000.0,43.61,174440.0
701221,CI,0001225208-15-022252,2015-12-14,2015-12-10,0001319897,director,7200.0,139.32,1003104.0
701221,CI,0001225208-15-022252,2015-12-14,2015-12-10,0001319897,director,1620.0,139.49,225973.8
1506307,KMI,0001584746-15-000030,2015-12-14,2015-12-10,0001572979,officer,2000.0,16.93,33860.0
1452575,MJN,0001209191-15-084957,2015-12-14,2015-12-14,0001648012,officer,4000.0,76.5,306000.0
1047862,ED,0001047862-15-000192,2015-12-15,2015-12-15,0001564677,officer,34.0,62.34,2119.56
1567892,MNK,0001445064-15-000177,2015-12-15,2015-12-11,0001224119,officer,1000.0,69.1,69100.0
97745,TMO,0001127602-15-034123,2015-12-15,2015-12-11,0001418280,director,1000.0,134.16,134160.0
1551182,ETN,0001209191-15-085510,2015-12-16,2015-12-14,0001250570,director,1000.0,50.39,50390.0
791519,SPLS,0000791519-15-000082,2015-12-16,2015-12-15,0001199915,officer,5100.0,9.7,49470.0
1163165,COP,0001209191-15-085736,2015-12-17,2015-12-16,0001630788,director,5000.0,49.9,249500.0
815556,FAST,0001179110-15-016398,2015-12-17,2015-12-11,0001554387,director,5000.0,39.75,198750.0
866787,AZO,0001225208-15-022690,2015-12-18,2015-12-18,0001186331,director,255.0,743.62,189623.1
27904,DAL,0001019687-15-004592,2015-12-21,2015-12-21,0001194702,director,4515.0,50.83,229497.45
27904,DAL,0001019687-15-004592,2015-12-21,2015-12-21,0001194702,director,400.0,50.83,20332.0
1090012,DVN,0001127602-15-034750,2015-12-22,2015-12-18,0001244969,director,10000.0,28.94,289400.0
1063761,SPG,0001179110-15-016644,2015-12-22,2015-12-22,0001192086,director,145.0,192.7,27941.5
38777,BEN,0001127602-15-034860,2015-12-23,2015-12-22,0001010270,officer,210.0,35.75,7507.5
1567892,MNK,0001445064-15-000181,2015-12-23,2015-12-22,0001400564,officer,500.0,72.5,36250.0
1048286,MAR,0001225208-15-022898,2015-12-24,2015-12-23,0001202958,director,364.0,68.59,24966.76
723125,MU,0000723125-15-000137,2015-12-28,2015-12-24,0001227050,officer,10000.0,14.32,143200.0
1039684,OKE,0001634099-15-000006,2015-12-28,2015-12-23,0001634099,officer,6768.0,24.16,163514.88
1039684,OKE,0001634099-15-000006,2015-12-28,2015-12-23,0001634099,officer,3232.0,23.45,75790.4
1039684,OKE,0001634099-15-000006,2015-12-28,2015-12-24,0001634099,officer,5000.0,24.08,120400.0
33213,EQT,0001127602-16-035936,2016-01-05,2016-01-04,0001439708,director,431.0,52.13,22468.03
80661,PGR,0001127602-16-035732,2016-01-05,2015-02-10,0001630173,officer,17.97,26.46,475.49
1067983,BRK-B,0000919574-16-008962,2016-01-06,2016-01-04,0001178923,director,600.0,129.25,77550.0
1067983,BRK-B,0000919574-16-008962,2016-01-06,2016-01-05,0001178923,director,400.0,130.75,52300.0
1090012,DVN,0001127602-16-036379,2016-01-06,2016-01-06,0001198299,director,8200.0,30.44,249608.0
1047862,ED,0001047862-16-000206,2016-01-07,2015-12-31,0001423302,officer,89.56,63.03,5644.97
1047862,ED,0001047862-16-000205,2016-01-07,2015-12-31,0001592315,officer,52.89,63.03,3333.66
1047862,ED,0001047862-16-000204,2016-01-07,2015-12-31,0001463822,officer,51.81,63.03,3265.58
1047862,ED,0001047862-16-000203,2016-01-07,2015-12-31,0001286157,officer,25.8,63.03,1626.17
1047862,ED,0001047862-16-000202,2016-01-07,2015-12-31,0001286156,officer,114.52,63.03,7218.2
1047862,ED,0001047862-16-000201,2016-01-07,2015-12-31,0001358393,officer,74.5,63.03,4695.73
1047862,ED,0001047862-16-000200,2016-01-07,2015-12-31,0001466373,officer,88.95,63.03,5606.52
1047862,ED,0001047862-16-000199,2016-01-07,2015-12-31,0001564677,officer,57.98,63.03,3654.48
1047862,ED,0001047862-16-000198,2016-01-07,2015-12-31,0001232009,officer,1.11,63.03,69.96
1047862,ED,0001047862-16-000197,2016-01-07,2015-12-31,0001653427,officer,52.36,63.03,3300.25
773910,APC,0001127602-16-036733,2016-01-11,2016-01-07,0001188775,director,25000.0,41.19,1029750.0
1618921,WBA,0000104207-16-000114,2016-01-13,2016-01-12,0001388540,director,10000.0,81.0,810000.0
19617,JPM,0001225208-16-024262,2016-01-15,2016-01-15,0001185064,director,2219.0,56.46,125284.74
19617,JPM,0001225208-16-024262,2016-01-15,2016-01-15,0001185064,director,6949.0,56.46,392340.54
19617,JPM,0001225208-16-024262,2016-01-15,2016-01-15,0001185064,director,389.0,56.46,21962.94
19617,JPM,0001225208-16-024262,2016-01-15,2016-01-15,0001185064,director,5361.0,56.46,302682.06
1070412,CNX,0001070412-16-000073,2016-01-19,2015-07-30,0001437827,director,50000.0,16.88,844000.0
1047862,ED,0001047862-16-000207,2016-01-19,2016-01-15,0001564677,officer,31.0,67.34,2087.54
316709,SCHW,0001225208-16-024598,2016-01-21,2016-01-20,0001632346,director,4000.0,25.44,101760.0
865436,WFM,0000865436-16-000199,2016-01-21,2016-01-20,0001199662,director,350.0,28.36,9926.0
831001,C,0001209191-16-093039,2016-01-22,2016-01-22,0001204673,director,25000.0,41.01,1025250.0
831001,C,0001209191-16-093038,2016-01-22,2016-01-22,0001462790,officer,25000.0,41.05,1026250.0
713676,PNC,0001209191-16-093079,2016-01-22,2016-01-20,0001584585,director,11800.0,84.68,999224.0
713676,PNC,0001209191-16-093079,2016-01-22,2016-01-20,0001584585,director,11800.0,84.68,999224.0
713676,PNC,0001209191-16-093078,2016-01-22,2016-01-20,0001621713,director,118.0,84.17,9932.06
1174922,WYNN,0001174922-16-000127,2016-01-22,2016-01-22,0000904396,officer,15549.0,59.19,920345.31
1174922,WYNN,0001174922-16-000127,2016-01-22,2016-01-20,0000904396,officer,150336.0,53.21,7999378.56
1174922,WYNN,0001174922-16-000127,2016-01-22,2016-01-20,0000904396,officer,40101.0,53.8,2157433.8
1174922,WYNN,0001174922-16-000127,2016-01-22,2016-01-22,0000904396,officer,139451.0,58.64,8177406.64
1174922,WYNN,0001174922-16-000127,2016-01-22,2016-01-20,0000904396,officer,65591.0,55.78,3658665.98
1174922,WYNN,0001174922-16-000127,2016-01-22,2016-01-21,0000904396,officer,12476.0,54.81,683809.56
1174922,WYNN,0001174922-16-000127,2016-01-22,2016-01-21,0000904396,officer,25374.0,55.95,1419675.3
1174922,WYNN,0001174922-16-000127,2016-01-22,2016-01-20,0000904396,officer,123972.0,55.23,6846973.56
773910,APC,0001127602-16-037795,2016-01-25,2016-01-21,0001188775,director,7527.0,30.55,229949.85
723125,MU,0000723125-16-000150,2016-01-25,2016-01-21,0001227050,officer,10000.0,10.69,106900.0
40545,GE,0001231205-16-000108,2016-01-26,2016-01-25,0001614732,officer,65272.0,28.04,1830226.88
704051,LM,0000704051-16-000106,2016-01-26,2016-01-26,0001510019,officer,20000.0,29.92,598400.0
704051,LM,0000704051-16-000105,2016-01-26,2016-01-26,0001399044,director,5000.0,29.74,148700.0
704051,LM,0000704051-16-000104,2016-01-26,2016-01-26,0001188286,director,2000.0,29.77,59540.0
704051,LM,0000704051-16-000103,2016-01-26,2016-01-26,0001206673,officer,25000.0,29.81,745250.0
750556,STI,0000750556-16-000199,2016-01-26,2016-01-25,0001518495,officer,400.0,34.69,13876.0
750556,STI,0000750556-16-000199,2016-01-26,2016-01-25,0001518495,officer,2370.0,34.69,82215.3
91576,KEY,0001294671-16-000111,2016-01-27,2016-01-25,0001613813,director,4000.0,11.01,44040.0
91576,KEY,0001294671-16-000110,2016-01-27,2016-01-25,0001217178,officer,20000.0,11.22,224400.0
91576,KEY,0001294671-16-000109,2016-01-27,2016-01-25,0001311365,director,10000.0,11.1,111000.0
91576,KEY,0001294671-16-000108,2016-01-27,2016-01-26,0001223879,director,13000.0,10.86,141180.0
91576,KEY,0001294671-16-000107,2016-01-27,2016-01-26,0001185158,director,12900.0,11.04,142416.0
91576,KEY,0001294671-16-000106,2016-01-27,2016-01-25,0001324953,director,12900.0,11.21,144609.0
91576,KEY,0001294671-16-000105,2016-01-27,2016-01-25,0001188585,director,15000.0,11.21,168150.0
91576,KEY,0001294671-16-000104,2016-01-27,2016-01-25,0001058933,director,15000.0,10.95,164250.0
91576,KEY,0001294671-16-000103,2016-01-27,2016-01-26,0001185643,director,10000.0,10.9,109000.0
1506307,KMI,0001584746-16-000034,2016-01-27,2016-01-25,0001250209,director,180000.0,14.2,2556000.0
704051,LM,0000704051-16-000108,2016-01-27,2016-01-26,0001185919,director,10000.0,29.68,296800.0
704051,LM,0000704051-16-000107,2016-01-27,2016-01-26,0001565573,director,3500.0,29.8,104300.0
4962,AXP,0001127602-16-038209,2016-01-28,2016-01-26,0001185243,director,18040.0,55.51,1001400.4
721683,TSS,0000721683-16-000193,2016-01-29,2016-01-29,0001026931,director,12500.0,40.01,500125.0
721683,TSS,0000721683-16-000191,2016-01-29,2016-01-29,0001054404,director,5200.0,38.62,200824.0
721683,TSS,0000721683-16-000189,2016-01-29,2016-01-29,0001101225,director,3000.0,38.57,115710.0
721683,TSS,0000721683-16-000187,2016-01-29,2016-01-29,0001267228,director,530.0,37.72,19991.6
109380,ZION,0000109380-16-000314,2016-01-29,2016-01-28,0001639402,officer,400.0,22.15,8860.0
109380,ZION,0000109380-16-000314,2016-01-29,2016-01-28,0001639402,officer,16094.0,22.17,356803.98
109380,ZION,0000109380-16-000314,2016-01-29,2016-01-28,0001639402,officer,4348.0,22.16,96351.68
109380,ZION,0000109380-16-000314,2016-01-29,2016-01-28,0001639402,officer,100.0,22.16,2216.0
109380,ZION,0000109380-16-000314,2016-01-29,2016-01-28,0001639402,officer,4058.0,22.15,89884.7
2969,APD,0001225208-16-025233,2016-02-01,2016-02-01,0001334296,officer,16495.0,126.78,2091236.1
2969,APD,0001225208-16-025233,2016-02-01,2016-02-01,0001334296,officer,3100.0,127.53,395343.0
2969,APD,0001225208-16-025233,2016-02-01,2016-02-01,0001334296,officer,30405.0,126.0,3831030.0
49196,HBAN,0001225208-16-025290,2016-02-01,2016-02-01,0001110858,director,30000.0,8.69,260700.0
49196,HBAN,0001225208-16-025289,2016-02-01,2016-02-01,0001456850,officer,341.0,8.56,2918.96
49196,HBAN,0001225208-16-025289,2016-02-01,2016-02-01,0001456850,officer,659.0,8.56,5641.04
49196,HBAN,0001225208-16-025286,2016-02-01,2016-02-01,0001432981,officer,25000.0,8.6,215000.0
49196,HBAN,0001225208-16-025263,2016-02-01,2016-02-01,0001213991,officer,4000.0,8.56,34240.0
49196,HBAN,0001225208-16-025263,2016-02-01,2016-02-01,0001213991,officer,13448.0,8.55,114980.4
49196,HBAN,0001225208-16-025263,2016-02-01,2016-02-01,0001213991,officer,7500.0,8.57,64275.0
49196,HBAN,0001225208-16-025263,2016-02-01,2016-02-01,0001213991,officer,5700.0,8.57,48849.0
49196,HBAN,0001225208-16-025263,2016-02-01,2016-02-01,0001213991,officer,5366.0,8.54,45825.64
49196,HBAN,0001225208-16-025263,2016-02-01,2016-02-01,0001213991,officer,23171.0,8.57,198575.47
49196,HBAN,0001225208-16-025263,2016-02-01,2016-02-01,0001213991,officer,25715.0,8.58,220634.7
